Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770713913739-52","2026-02-10T08:58:46.511Z","12.77","Player 3","7.08","light","en","Player 1","0","0"
"G1770713913739-52","2026-02-10T08:58:46.511Z","12.77","Player 3","7.08","light","en","CPU","0","1"
"G1770713913739-52","2026-02-10T08:58:46.511Z","12.77","Player 3","7.08","light","en","Player 3","1","2"
"G1770713913739-52","2026-02-10T08:58:46.511Z","12.77","Player 3","7.08","light","en","Player 4","0","0"
