Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770783517740-933","2026-02-11T04:18:54.787Z","17.05","玩家 1","7.99","light","en","玩家 1","1","2"
"G1770783517740-933","2026-02-11T04:18:54.787Z","17.05","玩家 1","7.99","light","en","Player 2","0","1"
"G1770783517740-933","2026-02-11T04:18:54.787Z","17.05","玩家 1","7.99","light","en","玩家 3","0","2"
"G1770783517740-933","2026-02-11T04:18:54.787Z","17.05","玩家 1","7.99","light","en","玩家 4","0","0"
