Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770783480146-502","2026-02-11T04:18:29.421Z","29.27","玩家 1","15.62","light","zh","玩家 1","1","7"
"G1770783480146-502","2026-02-11T04:18:29.421Z","29.27","玩家 1","15.62","light","zh","玩家 2","0","6"
