Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770713902861-393","2026-02-10T08:58:27.879Z","5.02","CPU","6.56","light","en","Player 1","0","0"
"G1770713902861-393","2026-02-10T08:58:27.879Z","5.02","CPU","6.56","light","en","CPU","1","0"
