Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770780227287-389","2026-02-11T03:24:20.732Z","33.45","玩家 1","6.99","light","zh","玩家 1","1","8"
"G1770780227287-389","2026-02-11T03:24:20.732Z","33.45","玩家 1","6.99","light","zh","玩家 2","0","6"
"G1770780227287-389","2026-02-11T03:24:20.732Z","33.45","玩家 1","6.99","light","zh","玩家 3","0","1"
"G1770780227287-389","2026-02-11T03:24:20.732Z","33.45","玩家 1","6.99","light","zh","玩家 4","0","1"
