Game ID,Timestamp (ms),Ball X,Ball Y,Ball VX,Ball VY,Ball Speed,p1 X,p1 Y,p1 Center,p1 Active,p1 Lives,p1 Distance,p2 X,p2 Y,p2 Center,p2 Active,p2 Lives,p2 Distance,p3 X,p3 Y,p3 Center,p3 Active,p3 Lives,p3 Distance,p4 X,p4 Y,p4 Center,p4 Active,p4 Lives,p4 Distance
"G1770793545832-957","17310","567.83","178.53","-7.8477","5.5388","8.5015","20.00","147.00","197.00","0","0","0.00","670.00","80.00","130.00","1","1","24.00","426.00","670.00","476.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","17410","520.74","211.77","-7.8477","5.5388","8.5096","20.00","147.00","197.00","0","0","0.00","670.00","104.00","154.00","1","1","24.00","426.00","670.00","476.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","17510","473.66","245.00","-7.8477","5.5388","8.5178","20.00","147.00","197.00","0","0","0.00","670.00","128.00","178.00","1","1","24.00","384.00","670.00","434.00","1","1","42.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","17610","426.57","278.23","-7.8477","5.5388","8.5260","20.00","147.00","197.00","0","0","0.00","670.00","152.00","202.00","1","1","24.00","342.00","670.00","392.00","1","1","42.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","17710","379.48","311.47","-7.8477","5.5388","8.5342","20.00","147.00","197.00","0","0","0.00","670.00","176.00","226.00","1","1","24.00","300.00","670.00","350.00","1","1","42.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","17810","332.40","344.70","-7.8477","5.5388","8.5424","20.00","147.00","197.00","0","0","0.00","670.00","200.00","250.00","1","1","24.00","258.00","670.00","308.00","1","1","42.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","17910","285.31","377.93","-7.8477","5.5388","8.5506","20.00","147.00","197.00","0","0","0.00","670.00","224.00","274.00","1","1","24.00","216.00","670.00","266.00","1","1","42.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18027","230.38","416.70","-7.8477","5.5388","8.5601","20.00","147.00","197.00","0","0","0.00","670.00","252.00","302.00","1","1","28.00","167.00","670.00","217.00","1","1","49.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18127","183.29","449.94","-7.8477","5.5388","8.5684","20.00","147.00","197.00","0","0","0.00","670.00","276.00","326.00","1","1","24.00","125.00","670.00","175.00","1","1","42.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18227","136.20","483.17","-7.8477","5.5388","8.5766","20.00","147.00","197.00","0","0","0.00","670.00","300.00","350.00","1","1","24.00","118.00","670.00","168.00","1","1","7.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18327","89.12","516.40","-7.8477","5.5388","8.5848","20.00","147.00","197.00","0","0","0.00","670.00","324.00","374.00","1","1","24.00","118.00","670.00","168.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18427","42.03","549.64","-7.8477","5.5388","8.5931","20.00","147.00","197.00","0","0","0.00","670.00","348.00","398.00","1","1","24.00","118.00","670.00","168.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18527","15.85","582.87","7.8477","5.5388","8.6013","20.00","147.00","197.00","0","0","0.00","670.00","372.00","422.00","1","1","24.00","118.00","670.00","168.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18627","62.93","616.10","7.8477","5.5388","8.6096","20.00","147.00","197.00","0","0","0.00","670.00","396.00","446.00","1","1","24.00","83.00","670.00","133.00","1","1","35.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18727","110.02","649.34","7.8477","5.5388","8.6179","20.00","147.00","197.00","0","0","0.00","670.00","420.00","470.00","1","1","24.00","41.00","670.00","91.00","1","1","42.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18827","163.89","645.38","10.1102","-5.5388","9.0574","20.00","147.00","197.00","0","0","0.00","670.00","444.00","494.00","1","1","24.00","34.00","670.00","84.00","1","1","7.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","18927","224.56","612.15","10.1102","-5.5388","9.0661","20.00","147.00","197.00","0","0","0.00","670.00","468.00","518.00","1","1","24.00","76.00","670.00","126.00","1","1","42.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","19027","285.22","578.92","10.1102","-5.5388","9.0748","20.00","147.00","197.00","0","0","0.00","670.00","492.00","542.00","1","1","24.00","118.00","670.00","168.00","1","1","42.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","19127","345.88","545.68","10.1102","-5.5388","9.0836","20.00","147.00","197.00","0","0","0.00","670.00","500.00","550.00","1","1","8.00","132.00","670.00","182.00","1","1","14.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","19227","406.54","512.45","10.1102","-5.5388","9.0923","20.00","147.00","197.00","0","0","0.00","670.00","484.00","534.00","1","1","16.00","132.00","670.00","182.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","19344","477.31","473.68","10.1102","-5.5388","9.1025","20.00","147.00","197.00","0","0","0.00","670.00","468.00","518.00","1","1","16.00","132.00","670.00","182.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","19444","537.97","440.45","10.1102","-5.5388","9.1112","20.00","147.00","197.00","0","0","0.00","670.00","444.00","494.00","1","1","24.00","132.00","670.00","182.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","19544","598.63","407.21","10.1102","-5.5388","9.1200","20.00","147.00","197.00","0","0","0.00","670.00","420.00","470.00","1","1","24.00","132.00","670.00","182.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
"G1770793545832-957","19644","659.29","373.98","10.1102","-5.5388","9.1287","20.00","147.00","197.00","0","0","0.00","670.00","396.00","446.00","1","1","24.00","132.00","670.00","182.00","1","1","0.00","300.00","20.00","350.00","0","0","0.00"
