Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770780205667-802","2026-02-11T03:23:40.965Z","15.30","玩家 1","7.04","light","zh","玩家 1","1","2"
"G1770780205667-802","2026-02-11T03:23:40.965Z","15.30","玩家 1","7.04","light","zh","电脑","0","2"
"G1770780205667-802","2026-02-11T03:23:40.965Z","15.30","玩家 1","7.04","light","zh","玩家 3","0","1"
"G1770780205667-802","2026-02-11T03:23:40.965Z","15.30","玩家 1","7.04","light","zh","玩家 4","0","0"
