Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits,CPU Difficulty
"G1770793570881-726","2026-02-11T07:06:30.892Z","20.01","Player 1","7.54","dark","en","Player 1","1","5","N/A"
"G1770793570881-726","2026-02-11T07:06:30.892Z","20.01","Player 1","7.54","dark","en","CPU","0","4","easy"
"G1770793570881-726","2026-02-11T07:06:30.892Z","20.01","Player 1","7.54","dark","en","Player 3","0","0","N/A"
